CNPJ_Fundo,Data_Referencia,Versao,Nome_Ativo,Principais_Caracteristicas,Valor
14.423.780/0001-97,2020-12-31,1,Dir. Real Sol-Fran,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",105718.63
14.423.780/0001-97,2020-12-31,1,Dir. Real Tiner Comp,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",7192820.49
15.576.907/0001-70,2020-06-30,1,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,10800000.0
15.576.907/0001-70,2020-09-30,1,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,11267898.6
15.576.907/0001-70,2020-12-31,1,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,10945958.64
15.576.907/0001-70,2020-12-31,1,GPA - Tatuapé,Direitos de superficie GPA - Imóvel Tatuapé,18961147.52
15.576.907/0001-70,2020-12-31,1,GPA - Guarulhos,Direitos de superficie GPA - Imóvel Guarulhos,49583255.39
15.576.907/0001-70,2020-12-31,1,GPA - São José dos Campos,Direitos de superfície GPA - Imóvel SJC,54144302.17
16.543.270/0001-89,2020-03-31,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0
16.543.270/0001-89,2020-03-31,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01
16.543.270/0001-89,2020-03-31,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0
16.543.270/0001-89,2020-03-31,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0
16.543.270/0001-89,2020-06-30,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0
16.543.270/0001-89,2020-06-30,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01
16.543.270/0001-89,2020-06-30,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0
16.543.270/0001-89,2020-06-30,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0
16.543.270/0001-89,2020-09-30,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0
16.543.270/0001-89,2020-09-30,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01
16.543.270/0001-89,2020-09-30,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0
16.543.270/0001-89,2020-09-30,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0
16.543.270/0001-89,2020-12-31,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0
16.543.270/0001-89,2020-12-31,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01
16.543.270/0001-89,2020-12-31,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0
16.543.270/0001-89,2020-12-31,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0
17.198.404/0001-34,2020-03-31,1,"Rua Paulo Assis, 190","Apartamento residencial na Barra da Tijuca, RJ",1002955.58
17.198.404/0001-34,2020-06-30,1,"Rua Paulo Assis, 190","Apartamento residencial na Barra da Tijuca, RJ",1002955.58
23.781.211/0001-04,2020-03-31,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,193153668.05
23.781.211/0001-04,2020-03-31,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,125086713.44
23.781.211/0001-04,2020-03-31,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,219688672.9
23.781.211/0001-04,2020-03-31,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,121680845.5
23.781.211/0001-04,2020-03-31,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,54072147.72
23.781.211/0001-04,2020-03-31,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,221307102.9
23.781.211/0001-04,2020-06-30,2,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,190612220.15
23.781.211/0001-04,2020-06-30,2,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,123349397.99
23.781.211/0001-04,2020-06-30,2,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,217141721.92
23.781.211/0001-04,2020-06-30,2,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,120120834.67
23.781.211/0001-04,2020-06-30,2,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,53378915.04
23.781.211/0001-04,2020-06-30,2,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,218952772.02
23.781.211/0001-04,2020-09-30,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,188018312.4
23.781.211/0001-04,2020-09-30,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,121612082.54
23.781.211/0001-04,2020-09-30,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,214594770.94
23.781.211/0001-04,2020-09-30,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,118560823.84
23.781.211/0001-04,2020-09-30,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,52685682.36
23.781.211/0001-04,2020-09-30,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,216598441.14
23.781.211/0001-04,2020-12-31,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,185319484.95
23.781.211/0001-04,2020-12-31,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,119874767.09
23.781.211/0001-04,2020-12-31,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,212047819.96
23.781.211/0001-04,2020-12-31,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,117000813.01
23.781.211/0001-04,2020-12-31,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,51992449.68
23.781.211/0001-04,2020-12-31,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,214244110.26
24.070.076/0001-51,2020-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,15194796.0
24.070.076/0001-51,2020-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,17585697.73
24.070.076/0001-51,2020-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,18769585.83
24.070.076/0001-51,2020-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,15075811.85
24.070.076/0001-51,2020-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,17543066.24
24.070.076/0001-51,2020-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,14366985.48
24.070.076/0001-51,2020-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,15178859.74
24.070.076/0001-51,2020-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,17225792.46
24.070.076/0001-51,2020-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,16964593.1
24.070.076/0001-51,2020-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,13920406.33
24.070.076/0001-51,2020-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,14882559.24
24.070.076/0001-51,2020-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,16488856.29
28.267.530/0001-10,2020-03-31,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",126013.5
28.267.530/0001-10,2020-06-30,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",126013.5
28.267.530/0001-10,2020-09-30,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",126013.5
28.267.530/0001-10,2020-12-31,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",133024.5
30.178.506/0001-56,2020-12-31,1,Fazenda Pirapozinho,Ativo em fase e regularização de documentação (Temos formalizado um CVC com clausulas resolutivas a serem cumpridas antes da integralização do ativo),754000.0
32.892.018/0001-31,2020-12-31,2,Shopping Metro Tucuruvi,225 Lojas2.188 Vagas | Estacionamento,374296418.35
03.855.441/0001-63,2021-03-31,1,Vitória,Arrend Mercantil Financeiro,193542941.58
03.855.441/0001-63,2021-03-31,1,Santos,Arrend Mercantil Financeiro,517703525.24
03.855.441/0001-63,2021-03-31,1,Laboratório de Fluidos,Arrend Mercantil Financeiro,107516912.8
03.855.441/0001-63,2021-06-30,1,Vitória,Arrend Mercantil Financeiro,203012627.5
03.855.441/0001-63,2021-06-30,1,Santos,Arrend Mercantil Financeiro,538546178.25
03.855.441/0001-63,2021-06-30,1,Laboratório de Fluidos,Arrend Mercantil Financeiro,118420715.65
03.855.441/0001-63,2021-09-30,1,Vitória,Arrend Mercantil Financeiro,213781910.88
03.855.441/0001-63,2021-09-30,1,Santos,Arrend Mercantil Financeiro,561845767.46
03.855.441/0001-63,2021-09-30,1,Laboratório de Fluidos,Arrend Mercantil Financeiro,130601610.96
03.855.441/0001-63,2021-12-31,1,Vitória,Arrend Mercantil Financeiro,171398418.76
03.855.441/0001-63,2021-12-31,1,Santos,Arrend Mercantil Financeiro,476590453.38
03.855.441/0001-63,2021-12-31,1,Laboratório de Fluidos,Arrend Mercantil Financeiro,105760025.84
08.417.532/0001-30,2021-03-31,1,Bapon,Arrendamento Mercantil Financeiro,194655145.05
08.417.532/0001-30,2021-03-31,1,Basul,Arrendamento Mercantil Financeiro,208883790.82
08.417.532/0001-30,2021-06-30,1,Bapon,Arrendamento Mercantil Financeiro,202821664.54
08.417.532/0001-30,2021-06-30,1,Basul,Arrendamento Mercantil Financeiro,223405215.85
08.417.532/0001-30,2021-09-30,1,Bapon,Arrendamento Mercantil Financeiro,211452963.3
08.417.532/0001-30,2021-09-30,1,Basul,Arrendamento Mercantil Financeiro,238988539.53
08.417.532/0001-30,2021-12-31,1,Bapon,Arrendamento Mercantil Financeiro,223160749.87
08.417.532/0001-30,2021-12-31,1,Basul,Arrendamento Mercantil Financeiro,258893546.17
11.945.604/0001-27,2021-03-31,1,UNIDADE 121 - PASSOS DO PARQUE,UNIDADE LOCALIZADA NO EMPREENDIMENTO PASSOS DO PARQUE  - TATUAPÉ - SP,289306.57
11.945.604/0001-27,2021-03-31,1,UNIDADE 126 - PASSOS DO PARQUE,UNIDADE LOCALIZADA NO EMPREENDIMENTO PASSOS DO PARQUE  - TATUAPÉ - SP,289306.57
11.945.604/0001-27,2021-03-31,1,UNIDADE 141 - PASSOS DO PARQUE,UNIDADE LOCALIZADA NO EMPREENDIMENTO PASSOS DO PARQUE  - TATUAPÉ - SP,289306.57
11.945.604/0001-27,2021-06-30,1,UNIDADE 141 - PASSOS DO PARQUE,UNIDADE LOCALIZADA NO EMPREENDIMENTO PASSOS DO PARQUE  - TATUAPÉ - SP,9500.0
13.568.181/0001-07,2021-06-30,1,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro","Direito Real de Uso de Superfície - DUS a ser amortizado até 2027 - Valor da Cessão R$ 10 MM - valor já amortizado de R$ 6.025.925,67",3974074.33
13.568.181/0001-07,2021-06-30,1,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP","Direito Real de Uso de Superfície - DUS - a ser amortizado ate 2023 - Valor da Cessão R$ 50 mil - valor já amortizado R$ 37.645,84",12354.16
13.568.181/0001-07,2021-09-30,1,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro","Direito Real de Uso de Superfície - DUS a ser amortizado até 2027 - Valor da Cessão R$ 10 MM - valor já amortizado de R$ 6.192.592,59",3807407.41
13.568.181/0001-07,2021-09-30,1,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP","Direito Real de Uso de Superfície - DUS - a ser amortizado ate 2023 - Valor da Cessão R$ 50 mil - valor já amortizado R$ 39.241,59",10758.41
13.568.181/0001-07,2021-12-31,1,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro","Direito Real de Uso de Superfície - DUS a ser amortizado até 2027 - Valor da Cessão R$ 10 MM - valor já amortizado de R$ 6.192.592,59",3807407.41
13.568.181/0001-07,2021-12-31,1,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP","Direito Real de Uso de Superfície - DUS - a ser amortizado ate 2023 - Valor da Cessão R$ 50 mil - valor já amortizado R$ 39.241,59",10758.41
13.584.584/0001-31,2021-03-31,1,Cemitério Morumby,131 Jazigos,1703000.0
13.584.584/0001-31,2021-03-31,1,Cemitério Terra Santa,943 Jazigos,14616500.0
13.584.584/0001-31,2021-03-31,1,Cemitério Terra Santa,2000 Jazigos,10000000.0
13.584.584/0001-31,2021-06-30,1,Cemitério Morumby,131 Jazigos,1703000.0
13.584.584/0001-31,2021-06-30,1,Cemitério Terra Santa,943 Jazigos,14616500.0
13.584.584/0001-31,2021-06-30,1,Cemitério Terra Santa,2000 Jazigos,10000000.0
13.584.584/0001-31,2021-09-30,3,Cemitério Morumby,131 Jazigos,1703000.0
13.584.584/0001-31,2021-09-30,3,Cemitério Morumby,943 Jazigos,14616500.0
13.584.584/0001-31,2021-09-30,3,Cemitério Morumby,1799 Jazigos,28604095.9
13.584.584/0001-31,2021-12-31,2,Cemitério Morumby,131 Jazigos,1703000.0
13.584.584/0001-31,2021-12-31,2,Cemitério Morumby,943 Jazigos,14616500.0
13.584.584/0001-31,2021-12-31,2,Cemitério Morumby,1799 Jazigos,28604095.9
14.423.780/0001-97,2021-03-31,1,Dir. Real Sol-Fran,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",105718.63
14.423.780/0001-97,2021-03-31,1,Dir. Real Tiner Comp,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",5411195.49
14.423.780/0001-97,2021-06-30,1,DIR. REAL SOL-FRAN,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",15808.63
14.423.780/0001-97,2021-06-30,1,DIR. REAL TINER COMP,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",3649934.35
14.423.780/0001-97,2021-09-30,1,DIR. REAL SOL-FRAN,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",15808.63
14.423.780/0001-97,2021-09-30,1,DIR. REAL TINER COMP,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",3481184.35
14.423.780/0001-97,2021-12-31,1,DIR. REAL SOL-FRAN,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",15808.63
14.423.780/0001-97,2021-12-31,1,DIR. REAL TINER COMP,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",2964184.35
15.576.907/0001-70,2021-03-31,1,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,10624018.68
15.576.907/0001-70,2021-03-31,1,GPA - Tatuapé,Direitos de superficie GPA - Imóvel Tatuapé,18813884.9301364
15.576.907/0001-70,2021-03-31,1,GPA - Guarulhos,Direitos de superficie GPA - Imóvel Guarulhos,48759377.7223755
15.576.907/0001-70,2021-03-31,1,GPA - São José dos Campos,Direitos de superfície GPA - Imóvel SJC,53378651.407488
15.576.907/0001-70,2021-06-30,1,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,10302078.72
15.576.907/0001-70,2021-06-30,1,GPA - Tatuapé,Direitos de superficie GPA - Imóvel Tatuapé,18495657.5095293
15.576.907/0001-70,2021-06-30,1,GPA - Guarulhos,Direitos de superficie GPA - Imóvel Guarulhos,47934637.3213032
15.576.907/0001-70,2021-06-30,1,GPA - São José dos Campos,Direitos de superfície GPA - Imóvel SJC,52475778.3105184
15.576.907/0001-70,2021-09-30,1,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,10988883.97
15.576.907/0001-70,2021-09-30,1,GPA - Tatuapé,Direitos de superficie GPA - Imóvel Tatuapé,18173933.0831961
15.576.907/0001-70,2021-09-30,1,GPA - Guarulhos,Direitos de superficie GPA - Imóvel Guarulhos,47100833.8360395
15.576.907/0001-70,2021-09-30,1,GPA - São José dos Campos,Direitos de superfície GPA - Imóvel SJC,51562983.5280326
15.576.907/0001-70,2021-12-31,1,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,10634750.02
15.576.907/0001-70,2021-12-31,1,GPA - Tatuapé,Direitos de superficie GPA - Imóvel Tatuapé,17852208.656863
15.576.907/0001-70,2021-12-31,1,GPA - Guarulhos,Direitos de superficie GPA - Imóvel Guarulhos,46267030.3507758
15.576.907/0001-70,2021-12-31,1,GPA - São José dos Campos,Direitos de superfície GPA - Imóvel SJC,50650188.7455468
16.543.270/0001-89,2021-03-31,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0
16.543.270/0001-89,2021-03-31,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01
16.543.270/0001-89,2021-03-31,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0
16.543.270/0001-89,2021-03-31,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0
16.543.270/0001-89,2021-06-30,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0
16.543.270/0001-89,2021-06-30,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01
16.543.270/0001-89,2021-06-30,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0
16.543.270/0001-89,2021-06-30,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0
16.543.270/0001-89,2021-09-30,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0
16.543.270/0001-89,2021-09-30,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01
16.543.270/0001-89,2021-09-30,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0
16.543.270/0001-89,2021-09-30,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0
16.543.270/0001-89,2021-12-31,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0
16.543.270/0001-89,2021-12-31,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01
16.543.270/0001-89,2021-12-31,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0
16.543.270/0001-89,2021-12-31,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0
17.035.124/0001-05,2021-06-30,1,Não há,,
22.503.991/0001-68,2021-12-31,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",133024.5
23.781.211/0001-04,2021-03-31,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,185319484.95
23.781.211/0001-04,2021-03-31,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,119874767.09
23.781.211/0001-04,2021-03-31,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,212047819.96
23.781.211/0001-04,2021-03-31,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,117000813.01
23.781.211/0001-04,2021-03-31,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,51992449.68
23.781.211/0001-04,2021-03-31,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,214244110.26
23.781.211/0001-04,2021-06-30,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,179921830.05
23.781.211/0001-04,2021-06-30,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,116400136.19
23.781.211/0001-04,2021-06-30,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,206953918.0
23.781.211/0001-04,2021-06-30,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,113880791.35
23.781.211/0001-04,2021-06-30,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,50605984.32
23.781.211/0001-04,2021-06-30,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,209535448.5
23.781.211/0001-04,2021-09-30,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,177223002.6
23.781.211/0001-04,2021-09-30,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,114662820.74
23.781.211/0001-04,2021-09-30,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,204406967.02
23.781.211/0001-04,2021-09-30,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,112320780.52
23.781.211/0001-04,2021-09-30,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,49912751.64
23.781.211/0001-04,2021-09-30,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,207181117.62
24.070.076/0001-51,2021-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,16293019.1
24.070.076/0001-51,2021-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,13179866.4
24.070.076/0001-51,2021-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,14730095.05
24.070.076/0001-51,2021-03-31,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,16162761.8
24.070.076/0001-51,2021-06-30,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,15289057.58
24.070.076/0001-51,2021-06-30,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,11976719.44
24.070.076/0001-51,2021-06-30,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,14609772.21
24.070.076/0001-51,2021-06-30,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,15772349.19
24.070.076/0001-51,2021-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,14365506.38
24.070.076/0001-51,2021-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,10998134.28
24.070.076/0001-51,2021-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,14438531.32
24.070.076/0001-51,2021-09-30,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,15406687.29
24.070.076/0001-51,2021-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,13559502.64
24.070.076/0001-51,2021-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,8978184.65
24.070.076/0001-51,2021-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,14286861.1
24.070.076/0001-51,2021-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,15025037.03
27.486.542/0001-72,2021-12-31,1,Viracopos,"Galpão na Rodovia Miguel Melhado Campos, SP-324, Km 81,5, Itupeva - SP",304901462.0
27.538.422/0001-71,2021-09-30,1,MINEIRÃO F.S,"Lote 09 Quadrante 06, Quadrícula 05, Setor 62, 6, Foz do Iguaçu, PR",17098656.24
27.538.422/0001-71,2021-09-30,1,MINEIRÃO P.V,"Lote de Terras Urbano, 9 Porto Velho, RO",18323666.74
27.538.422/0001-71,2021-09-30,1,MINEIRÃO R.B,"Rodovia BR-364, s/n, Rio Branco - Acre",18698255.93
27.538.422/0001-71,2021-09-30,1,MINEIRÃO S.L,"Avenida  Jerônimo de Albuquerque, s/n, São Luiz, MA",22381756.31
27.538.422/0001-71,2021-12-31,1,MINEIRÃO F.S,"Lote 09 Quadrante 06, Quadrícula 05, Setor 62, 6, Foz do Iguaçu, PR",17098656.24
27.538.422/0001-71,2021-12-31,1,MINEIRÃO P.V,"Lote de Terras Urbano, 9 Porto Velho, RO",18690300.29
27.538.422/0001-71,2021-12-31,1,MINEIRÃO R.B,"Rodovia BR-364, s/n, Rio Branco - Acre",19131567.28
27.538.422/0001-71,2021-12-31,1,MINEIRÃO S.L,"Avenida  Jerônimo de Albuquerque, s/n, São Luiz, MA",22381756.31
28.267.530/0001-10,2021-03-31,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",133024.5
28.267.530/0001-10,2021-06-30,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",133024.5
28.267.530/0001-10,2021-09-30,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",133024.5
28.267.530/0001-10,2021-12-31,1,IMOVEL NO BAIRRO DO BRÁS - SP,"Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.",133024.5
29.267.567/0001-00,2021-09-30,1,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 61 - MAT - 179.771,548620.08
29.267.567/0001-00,2021-09-30,1,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 71 - MAT - 179.776,548620.08
29.267.567/0001-00,2021-12-31,2,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 61 - MAT - 179.771,433000.0
29.267.567/0001-00,2021-12-31,2,Sala Comercial,Sala Comercial - EDIFÍCIO GAUDÍ - N° 71 - MAT - 179.776,433000.0
