CNPJ_Fundo,Data_Referencia,Versao,Data_Entrega,Nome_Fundo,Data_Funcionamento,Publico_Alvo,Codigo_ISIN,Quantidade_Cotas_Emitidas,Fundo_Exclusivo,Cotistas_Vinculo_Familiar,Mandato,Segmento_Atuacao,Tipo_Gestao,Prazo_Duracao,Data_Prazo_Duracao,Encerramento_Exercicio_Social,Mercado_Negociacao_Bolsa,Mercado_Negociacao_MBO,Mercado_Negociacao_MB,Entidade_Administradora_BVMF,Entidade_Administradora_CETIP,Nome_Administrador,CNPJ_Administrador,Logradouro,Numero,Complemento,Bairro,Cidade,Estado,CEP,Telefone1,Telefone2,Telefone3,Site,Email
21.500.500/0001-62,2021-06-01,1,2021-09-28,SHOPPING INTERNACIONAL GUARULHOS - FII,2015-10-20,INVESTIDOR QUALIFICADO,BRIRBLCTF000,1752306.0,N,N,Renda,Shoppings,Ativa,Indeterminado,,Junho,N,N,S,N,N,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,21500500000162,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com
21.500.514/0001-86,2021-06-01,2,2021-09-28,PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2016-06-11,INVESTIDOR PROFISSIONAL,BRVTVICTF003,1780984.0,S,S,Renda,Outros,Ativa,Indeterminado,,30/06,N,S,N,N,S,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,21500514000186,Avenida das Nações Unidas,14171,Torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5359,,,www.vam.com.br,RI-VAM@bv.com.br
21.826.249/0001-20,2021-12-01,1,2022-03-31,VRE DESENVOLVIMENTO III FUNDO DE INVESTIMENTO IMOBILIÁRIO,2015-10-06,INVESTIDOR QUALIFICADO,BRSPAFCTF007,61750.7996136,N,N,Desenvolvimento para Venda,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,S,S,N,N,S,BANCO GENIAL S.A,21826249000120,PR BOTAFOGO,228,SALA 913 PARTE,BOTAFOGO,Rio de Janeiro,RJ,22250-040,(11)3206-8000,(21)3923-3000,,WWW.BANCOGENIAL.COM,MIDDLEADM@GENIAL.COM.VC
21.862.783/0001-92,2021-12-01,1,2022-04-01,CAM THRONE FUNDO DE INVESTIMENTO IMOBILIARIO,2015-01-28,INVESTIDOR QUALIFICADO,BR020KCTF004,38275.4789,S,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A,21862783000192,Avenida Brigadeiro Faria Lima,1355,15º andar,Jardim Paulistano,São Paulo,SP,01452-002,(11) 2827-3500,,,www.singulare.com.br,fii.adm@singulare.com.br
21.917.235/0001-12,2021-12-01,1,2022-03-31,IPS PB FUNDO DE INVESTIMENTO IMOBILIÁRIO,2015-03-04,INVESTIDOR QUALIFICADO,,135156.8231,N,N,Renda,Shoppings,Ativa,Indeterminado,,31/12,N,N,S,N,N,BRL TRUST DTVM S.A.,21917235000112,Rua Iguatemi,151,19º andar,Itaim Bibi,São Paulo,SP,01451-011,(11)31330350,,,www.brltrust.com.br,juridico.fii@brltrust.com.br
22.003.469/0001-17,2021-12-01,1,2022-03-27,NOVA I FUNDO DE INVESTIMENTO IMOBILIÁRIO,2015-12-21,INVESTIDOR PROFISSIONAL,,337399.99779991,N,S,Renda,Outros,Ativa,Indeterminado,,31/12,N,N,S,N,N,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,22003469000117,PRAIA DE BOTAFOGO,510,"6º ANDAR - PARTE, BLOCO 014",BOTAFOGO,RIO DE JANEIRO,RJ,22.250-040,(21)3223-7700,(21)3223-7746,,www.mafdtvm.com.br,FUNDOS.MODAL@MODAL.COM.BR
22.081.808/0001-83,2021-12-01,1,2022-03-31,BRAZIL PROPERTIES INVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-08-17,INVESTIDOR QUALIFICADO,BR00MMCTF000,1635.77031094,N,N,Renda,Outros,Ativa,Indeterminado,,31/12,N,S,N,S,N,PLANNER TRUSTEE DTVM LTDA.,67030395000146,Avenida Brigadeiro Faria Lima,3477,11º andar,Itaim Bibi,São Paulo,SP,04535-133,(11) 2197-4400,,,www.trusteedtvm.com.br,corporativodtvm@trusteedtvm.com.br
22.103.617/0001-75,2021-06-01,1,2021-09-08,TC ALMAVI FUNDO DE INVESTIMENTO IMOBILIARIO - FII,2015-09-23,INVESTIDOR PROFISSIONAL,BR028KCTF007,84969815.76,N,N,Híbrido,Outros,Ativa,Indeterminado,,30/06,N,N,S,N,N,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22103617000175,Rua Gilberto Sabino,215,4º Andar,Pinheiros,São Paulo,SP,5425020,11 3030-7177,,,www.vortx.com.br,admfundos@vortx.com.br
22.169.671/0001-13,2021-12-01,1,2022-03-31,SOLARIUM FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO,2019-05-10,INVESTIDORES EM GERAL,BRSOLRCTF002,62883.0,N,S,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,BANCO GENIAL S.A.,45246410000155,PR DO BOTAFOGO,228,sala 907,BOTAFOGO,RIO DE JANEIRO,RJ,22.250-040,(11)3206-8000,(21)3923-3000,,WWW.BANCOGENIAL.COM,MIDDLEADM@GENIAL.COM.VC
22.169.716/0001-50,2021-12-01,1,2022-03-31,ALIANZA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2015-03-24,INVESTIDOR PROFISSIONAL,,101664.1113,N,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,BRL TRUST DTVM S.A.,22169716000150,Rua Iguatemi,151,19º andar,Itaim Bibi,São Paulo,SP,01451-011,(11)31330350,,,www.brltrust.com.br,juridico.fii@brltrust.com.br
22.211.522/0001-75,2021-12-01,1,2022-03-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CONVIDA SUAPE - FII,2015-04-20,INVESTIDOR QUALIFICADO,BRCXSPCTF006,180.0,S,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,N,S,N,N,S,CAIXA ECONOMICA FEDERAL,00360305000104,Avenda Paulista,2300,11º Andar,Cerqueira Cesar,São Paulo,SP,01310-300,(11)3572-4600,,,www.caixa.gov.br,geafi01@caixa.gov.br
22.219.335/0001-38,2021-12-01,1,2022-04-01,BANESTES RECEBIVEIS IMOBILIARIOS FII,2015-05-14,INVESTIDORES EM GERAL,BRBCRITF009,6257873.0,N,N,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,S,N,N,S,N,BRL TRUST DTVM S.A.,13486793000142,Rua Iguatemi,151,19º andar,Itaim Bibi,São Paulo,SP,01451-011,(11)31330350,,,www.brltrust.com.br,juridico.fii@brltrust.com.br
22.340.978/0001-35,2021-12-01,1,2022-03-31,G5 JOMAFIL FUNDO DE INVESTIMENTO IMOBILIARIO FII,2016-01-13,INVESTIDORES EM GERAL,BRG5JFCTF007,78.3184,N,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A,22340978000135,Avenida Brigadeiro Faria Lima,1355,15º andar,Jardim Paulistano,São Paulo,SP,01452-002,(11) 2827-3500,,,www.singulare.com.br,fip.fii.adm@singulare.com.br
22.459.737/0001-00,2021-06-01,1,2021-09-27,MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-03-24,INVESTIDOR PROFISSIONAL,BRSHOPCTF004,1481266.0,N,N,Renda,Shoppings,Ativa,Indeterminado,,30/06,S,N,N,S,N,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,22459737000100,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3441,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com
22.503.991/0001-68,2021-06-01,1,2021-10-05,OPORTUNIDADE I FUNDO DE INVESTIMENTO IMOBILIÁRIO,2019-08-05,INVESTIDOR PROFISSIONAL,0,396689.52877784,N,N,Renda,Híbrido,Ativa,Indeterminado,,30/06,N,N,S,N,N,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,34829992000186,Av Faria Lima,2277,17º andar,Jardim Paulistano,São Paulo,SP,01452000,11 3504-1300,,,www.reag.com.br,dtvm@reag.com.br
22.646.161/0001-90,2021-12-01,1,2022-03-30,IZAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2016-04-08,INVESTIDOR PROFISSIONAL,,337891.62966,S,N,Híbrido,Residencial,Passiva,Indeterminado,,31/12,N,S,N,N,S,OLIVEIRA TRUST DTVM S.A.,22646161000190,Avenida das Américas,3434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640-102,(21) 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br
22.862.226/0001-34,2021-12-01,1,2022-03-30,ALIANZA MULTIOFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO,2019-11-18,INVESTIDOR QUALIFICADO,BRMTOFCTF003,163000.0,N,N,Títulos e Valores Mobiliários,Híbrido,Ativa,Indeterminado,,31/12,S,S,N,S,N,OLIVEIRA TRUST DTVM S.A.,22862226000134,Avenida das Américas,3434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640-102,(21) 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br
22.957.521/0001-74,2021-12-01,1,2022-03-27,MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2016-12-20,INVESTIDOR PROFISSIONAL,BRPRTSCTF002,55727500.0,N,N,Renda,Shoppings,Ativa,Determinado,2036-12-20,31/12,S,S,N,S,S,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,22957521000174,PRAIA DE BOTAFOGO,501,5 ANDAR - TORRE PÃO DE AÇÚCAR,BOTAFOGO,RIO DE JANEIRO,RJ,22250040,2132237700,2132237746,,www.mafdtvm.com.br,FUNDOS.MODAL@MODAL.COM.BR
23.120.006/0001-06,2021-12-01,2,2022-06-20,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BII BTS - FII,2016-08-09,INVESTIDOR QUALIFICADO,BRVTPACTF002,2033928.0,S,S,Renda,Híbrido,Ativa,Indeterminado,,31/12,N,S,N,N,S,BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,23120006000106,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5359,,,www.vam.com.br,vwmprodutosestruturados@votorantimwm.com.br
23.120.027/0001-13,2021-12-01,1,2022-03-25,BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO,2018-04-27,INVESTIDORES EM GERAL,BRRDPDCTF008,1078042.0,N,N,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Determinado,2033-04-27,31/12,S,S,N,S,S,BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,23120027000113,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5096,,,www.bancobv.com.br,RI-VAM@bv.com.br
23.120.098/0001-16,2021-12-01,1,2022-03-29,FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC,2015-12-17,INVESTIDORES EM GERAL,,2190609.0286,S,S,Renda,Outros,Passiva,Indeterminado,,31/12,N,S,N,N,S,BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,23120098000116,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5359,,,www.vam.com.br,RI-VAM@bv.com.br
23.179.381/0001-13,2021-12-01,1,2022-03-30,NIHAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2016-04-08,INVESTIDOR PROFISSIONAL,,88300.0,S,N,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,N,N,S,N,N,OLIVEIRA TRUST DTVM S.A.,23179381000113,Av. das Américas,3434,Bloco 07 Sala 201,Barra da Tijuca,Rio de Janeiro,RJ,22640100,(21) 3514-000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br
23.426.470/0001-17,2021-12-01,1,2022-03-31,BM II FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-02-03,INVESTIDOR PROFISSIONAL,,2248545.74566,N,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,BRL TRUST DTVM S.A.,23426470000117,Rua Iguatemi,151,19º andar,Itaim Bibi,São Paulo,SP,01451-011,(11)31330350,,,www.brltrust.com.br,juridico.fii@brltrust.com.br
23.532.837/0001-87,2021-12-01,1,2022-03-31,FUNDO DE INVESTIMENTO IMOBILIARIO JK E - FII,2015-12-01,INVESTIDOR PROFISSIONAL,BRJKEFCTF009,143848173.47,N,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,BANCO GENIAL S.A,23532837000187,PR DE BOTAFOGO,228,sala 907,Botafogo,Rio de Janeiro,RJ,22.250-040,(11)3206-8000,(21)3923-3000,,WWW.BANCOGENIAL.COM,MIDDLEADM@GENIAL.COM.VC
23.533.796/0001-43,2021-12-01,1,2022-03-31,FUNDO DE INVESTIMENTO IMOBILIARIO JK D - FII,2015-12-01,INVESTIDOR PROFISSIONAL,BRJKDFCTF001,65691459.6,N,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,S,S,N,N,S,PLURAL S.A. BANCO MULTIPLO,23533796000143,PR BOTAFOGO,228,SALA 913 PARTE,BOTAFOGO,Rio de Janeiro,RJ,22250-040,(11) 3206-8000,(21)3923-3000,,WWW.BANCOGENIAL.COM,MIDDLEADM@GENIAL.COM.VC
23.537.203/0001-17,2021-12-01,1,2022-03-30,FUNDO DE INVESTIMENTO IMOBILIARIO MV9 - FII,2015-10-16,INVESTIDOR QUALIFICADO,BRMVFICTF001,78155673.0,N,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,23537203000117,Praia de Botafogo,501,6º andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com
23.538.112/0001-04,2021-12-01,1,2022-03-31,FUNDO DE INVESTIMENTO IMOBILIARIO SF - FII,2015-12-17,INVESTIDOR PROFISSIONAL,BRSFFICTF001,35800000.0,N,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,BANCO GENIAL S.A,23538112000104,PR DE BOTAFOGO,228,sala 907,Botafogo,Rio de Janeiro,RJ,22.250-040,(11)3206-8000,(21)3923-3000,,WWW.BANCOGENIAL.COM,MIDDLEADM@GENIAL.COM.VC
23.570.871/0001-46,2021-12-01,1,2022-04-05,TM FUNDO DE INVESTIMENTO IMOBILIÁRIO,2015-10-20,INVESTIDOR PROFISSIONAL,BRTMFICTF005,513497663.0,N,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,N,S,N,S,N,SANTANDER CACEIS BRASIL DTVM S.A.,23570871000146,Rua Amandor Bueno,474,1 andar,Santo Amaro,São Paulo,SP,04752-005,(11) 5538-5489,,,https://www.s3dtvm.com.br,SC_fundosimobiliarios@santandercaceis.com.br
23.582.914/0001-03,2021-12-01,1,2022-03-31,FUNDO DE INVESTIMENTO IMOBILIÁRIO CJ - FII,2016-01-21,INVESTIDOR QUALIFICADO,BRCJFICTF007,50159055.0,N,N,Renda,Híbrido,Ativa,Indeterminado,,Dezembro,N,N,S,N,N,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,23582914000103,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com
23.648.935/0001-84,2021-06-01,1,2021-09-28,FII MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS,2019-08-22,INVESTIDORES EM GERAL,BRMCCICTF008,8927401.0,N,N,Renda,Títulos e Val. Mob.,Ativa,Indeterminado,,Junho,S,N,N,S,N,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,23648935000184,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com
23.740.527/0001-58,2021-12-01,1,2022-03-25,FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS,2017-07-11,INVESTIDORES EM GERAL,,12000000.0,S,N,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,N,S,N,N,S,BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,23740527000158,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5359,,,www.vam.com.br,RI-VAM@bv.com.br
23.740.552/0001-31,2021-12-01,1,2022-03-25,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL XII,2016-04-06,INVESTIDOR PROFISSIONAL,BRVTXICTF009,103500.0,S,S,Desenvolvimento para Venda,Híbrido,Ativa,Indeterminado,,31/12,N,S,N,S,S,BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,23740552000131,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5096,,,www.bancobv.com.br,RI-VAM@bv.com.br
23.740.595/0001-17,2021-06-01,1,2021-09-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING,2018-08-30,INVESTIDORES EM GERAL,BRVSHOCTF002,2098800.0,N,N,Renda,Shoppings,Ativa,Indeterminado,,30/06,S,N,N,S,N,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,23740595000117,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5359,,,www.vam.com.br,RI-VAM@bv.com.br
23.768.027/0001-24,2021-12-01,1,2022-03-31,FUNDO DE INVESTIMENTO IMOBILIÁRIO TOP CENTER,2016-07-01,INVESTIDOR QUALIFICADO,0,322214000.0,N,N,Renda,Híbrido,Passiva,Indeterminado,,Dezembro,N,N,S,N,N,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,23768027000124,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com
23.781.211/0001-04,2021-12-01,1,2022-03-29,FII NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I,2015-11-27,INVESTIDOR QUALIFICADO,BRLASCCTF003,13791985.6757,N,N,Renda,Hospital,Ativa,Indeterminado,,31/12,N,N,S,N,N,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,23781211000104,Rua Gilberto Sabino,215,4º Andar,Pinheiros,São Paulo,SP,5425020,11 3030-7177,,,www.vortx.com.br,fundos@vortx.com.br
23.876.086/0001-16,2021-06-01,1,2021-09-29,JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB,2021-11-16,INVESTIDORES EM GERAL,BRJTPRCTF001,214674.89786655,N,S,Desenvolvimento para Venda,Residencial,Ativa,Determinado,2021-11-16,30/06,S,N,N,S,N,PLANNER CORRETORA DE VALORES S.A.,00806535000154,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2667,0800 179 444,(11) 2172-2600,www.planner.com.br,investfundos@planner.com.br
23.964.843/0001-03,2021-06-01,1,2021-09-27,BRIO REAL ESTATE II,2018-07-06,INVESTIDORES EM GERAL,BRBRIMCTF008,124137.31422842,N,N,Híbrido,Residencial,Ativa,Determinado,2023-07-06,Junho,S,N,N,S,N,BRL TRUST DTVM S.A.,13486793000142,Rua Iguatemi,151,19º andar,Itaim Bibi,São Paulo,SP,01451-011,(11)31330350,,,www.brltrust.com.br,fii@brltrust.com.br
23.964.908/0001-10,2021-12-01,1,2022-04-05,PRIME 16 FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-07-13,INVESTIDOR PROFISSIONAL,BR00KGCTF006,542458.96,S,N,Desenvolvimento para Venda,Híbrido,Passiva,Determinado,2030-12-23,31/12,N,S,N,S,N,SANTANDER CACEIS BRASIL DTVM S.A.,23964908000110,Rua Amandor Bueno,474,1 andar,Santo Amaro,São Paulo,SP,04752-005,(11) 5538-5489,,,https://www.s3dtvm.com.br,SC_fundosimobiliarios@s3caceis.com.br
24.070.076/0001-51,2021-06-01,1,2021-09-21,EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-06-09,INVESTIDORES EM GERAL,BRKINPCTF001,7147934.0,N,N,Desenvolvimento para Venda,Residencial,Passiva,Determinado,2023-06-09,30/06,S,N,N,S,N,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,24070076000151,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,produtosestruturados@itau-unibanco.com.br
24.514.406/0001-50,2021-12-01,1,2022-03-30,PRAIA DO CASTELO FUNDO DE INVESTIMENTO IMOBILIÁRIO,2021-06-15,INVESTIDOR PROFISSIONAL,0,70000.0,N,N,Desenvolvimento para Venda,Outros,Passiva,Indeterminado,,31/12,S,N,N,S,N,PLANNER CORRETORA DE VALORES S.A.,00806535000154,Avenida Brigadeiro Faria Lima,3900,10º Andar,Itaim Bibi,São Paulo,SP,04538132,(11)2172-2600,0800179444,(11)3014-6017,www.planner.com.br,aaipp@planner.com.br
24.703.709/0001-11,2021-12-01,1,2022-03-31,FUNDO DE INVESTIMENTO IMOBILIÁRIO KEYCASH,2018-12-19,INVESTIDORES EM GERAL,,7530.3959,N,N,Renda,Híbrido,Ativa,Determinado,2023-11-13,31/12,N,N,S,N,N,BRL TRUST DTVM S.A.,24703709000111,Rua Iguatemi,151,19º andar,Itaim Bibi,São Paulo,SP,01451-011,(11)31330350,,,www.brltrust.com.br,juridico.fii@brltrust.com.br
24.774.904/0001-32,2021-12-01,1,2022-03-30,NF CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-09-22,INVESTIDOR PROFISSIONAL,BR04OTCTF003,37834.90731346,S,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,FINAXIS CORRETORA,24774904000132,Avenida Paulista,1842,Torre Norte 1º andar cj. 17,Cerqueira Cesar,São Paulo,SP,01310-923,(11) 3526 9001,,,http://finaxis.com.br/,atendimento@finaxis.com.br
24.796.967/0001-90,2021-12-01,1,2022-03-27,LOFT II MAISON SÃO PAULO FUNDO DE INVESTIMENTO IMOBILIÁRIO,2011-05-28,INVESTIDOR QUALIFICADO,,7124543.3973,N,N,Renda,Híbrido,Passiva,Indeterminado,,31/12,N,S,N,N,S,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,24796967000190,PRAIA DE BOTAFOGO,501,6 ANDAR - TORRE PÃO DE AÇÚCAR,BOTAFOGO,RIO DE JANEIRO,RJ,22250040,2132237700,2132237746,,www.mafdtvm.com.br,FUNDOS.MODAL@MODAL.COM.BR
24.814.916/0001-43,2021-12-01,1,2022-03-31,FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,2016-05-23,INVESTIDOR QUALIFICADO,BRNPARCTF003,119589.929244,N,N,Híbrido,Outros,Ativa,Indeterminado,,31/12,S,S,N,S,N,PLANNER TRUSTEE DTVM LTDA,67030395000146,AV. BRIGADEIRO FARIA LIMA,3477,11° ANDAR,ITAIM BIBI,SÃO PAULO,SP,04535-133,(11) 2197-4400,,,www.trusteedtvm.com.br,corporativodtvm@trusteedtvm.com.br
24.853.044/0001-22,2021-12-01,1,2022-03-31,VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,2018-12-10,INVESTIDORES EM GERAL,BRVILGCTF001,14997396.0,N,N,Renda,Logística,Ativa,Indeterminado,,31/12,S,N,N,S,N,BRL TRUST DTVM S.A.,24853044000122,Rua Iguatemi,151,19º andar,Itaim Bibi,São Paulo,SP,01451-011,(11)31330350,,,www.brltrust.com.br,juridico.fii@brltrust.com.br
24.853.060/0001-15,2021-12-01,1,2022-03-29,XPCE RE FUNDO DE INVESTIMENTO IMOBILIÁRIO,2015-12-27,INVESTIDOR PROFISSIONAL,BRXPCECTF006,39530.429051,N,N,Híbrido,Outros,Ativa,Indeterminado,,31/12,N,N,S,N,N,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24853060000115,Rua Gilberto Sabino,215,4º Andar,Pinheiros,São Paulo,SP,5425020,11 3030-7177,,,www.vortx.com.br,fundos@vortx.com.br
24.960.430/0001-13,2021-06-01,2,2021-09-21,KINEA INDICES DE PREÇOS FII,2016-09-16,INVESTIDOR QUALIFICADO,BRKNIPCTF001,47134764.0,N,N,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,30/06,S,N,N,S,N,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,24960430000113,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,produtosestruturados@itau-unibanco.com.br
25.032.881/0001-53,2021-12-01,1,2022-03-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL,2016-12-09,INVESTIDORES EM GERAL,BRTGARCTF009,11309571.58787,N,N,Híbrido,Outros,Ativa,Indeterminado,,31/12,S,N,N,S,N,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,25032881000153,Rua Gilberto Sabino,215,4º Andar,Pinheiros,São Paulo,SP,5425020,11 3030-7177,,,www.vortx.com.br,fundos@vortx.com.br
26.091.636/0001-80,2021-06-01,1,2021-10-04,WHITE TIGER FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-07-25,INVESTIDOR PROFISSIONAL,BRJPPVCTF001,14358.5,N,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/06,N,N,S,N,N,CM CAPITAL MARKETS DTVM LTDA,02671743000119,Rua Gomes de Carvalho,1195,4º Andar,Vila Olímpia,São Paulo,SP,04547-004,(11) 3842-1122,,,www.cmcapital.com.br,fundos@cmcapital.com.br
26.091.656/0001-50,2021-06-01,1,2021-09-27,OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2016-11-30,INVESTIDORES EM GERAL,BROUJPCTF006,3252384.0,N,N,Títulos e Valores Mobiliários,Híbrido,Ativa,Indeterminado,,30/06,S,N,N,S,N,FINAXIS CORRETORA,03317692000194,Avenida Paulista,1842,Torre Norte 1º andar cj. 17,Cerqueira Cesar,São Paulo,SP,01310-923,(11) 3526 9001,,,https://corretora.finaxis.com.br/,atendimento@finaxis.com.br
