CNPJ_Fundo,Data_Referencia,Versao,Data_Entrega,Nome_Fundo,Data_Funcionamento,Publico_Alvo,Codigo_ISIN,Quantidade_Cotas_Emitidas,Fundo_Exclusivo,Fundo_Nao_Listado_Exclusivo,Cotistas_Vinculo_Familiar,Mandato,Segmento_Atuacao,Tipo_Gestao,Prazo_Duracao,Data_Prazo_Duracao,Encerramento_Exercicio_Social,Mercado_Negociacao_Bolsa,Mercado_Negociacao_MBO,Mercado_Negociacao_MB,Entidade_Administradora_BVMF,Entidade_Administradora_CETIP,Nome_Administrador,CNPJ_Administrador,Logradouro,Numero,Complemento,Bairro,Cidade,Estado,CEP,Telefone1,Telefone2,Telefone3,Site,Email,Data_Encerramento_Trimestre
15.489.509/0001-17,2021-09-30,1,2021-11-11,JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2015-04-23,INVESTIDOR QUALIFICADO,,48144.1731931,Sim,Não,Sim,Renda,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,15489509000117.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-3750,,,www.vam.com.br,RI-VAM@bv.com.br,2021-09-30
15.489.509/0001-17,2021-12-31,1,2022-02-11,JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2015-04-23,INVESTIDOR QUALIFICADO,,48144.1731931,Sim,Não,Sim,Renda,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,15489509000117.0,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-3750,,,www.vam.com.br,RI-VAM@bv.com.br,2021-12-31
15.538.445/0001-05,2021-03-31,2,2021-08-16,SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2013-03-01,INVESTIDORES EM GERAL,BRSPTWCTF002,1798000.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,15538445000105.0,PRAIA DE BOTAFOGO,228,SALA 913 (PARTE),BOTAFOGO,RIO DE JANEIRO,RJ,22250906,(21) 3923-3000,,,www.genialinvestimentos.com.br,middleadm@genialinvestimentos.com.br,2021-03-31
15.538.445/0001-05,2021-06-30,1,2021-08-16,SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2013-03-01,INVESTIDORES EM GERAL,BRSPTWCTF002,1798000.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,15538445000105.0,PRAIA DE BOTAFOGO,228,SALA 913 (PARTE),BOTAFOGO,RIO DE JANEIRO,RJ,22250906,(21) 3923-3000,,,www.genialinvestimentos.com.br,middleadm@genialinvestimentos.com.br,2021-06-30
15.538.445/0001-05,2021-09-30,1,2021-11-16,SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2013-03-01,INVESTIDORES EM GERAL,BRSPTWCTF002,1798000.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,15538445000105.0,PRAIA DE BOTAFOGO,228,SALA 913 (PARTE),BOTAFOGO,RIO DE JANEIRO,RJ,22250906,(21) 3923-3000,,,www.genialinvestimentos.com.br,middleadm@genialinvestimentos.com.br,2021-09-30
15.538.445/0001-05,2021-12-31,1,2022-02-13,SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2013-03-01,INVESTIDORES EM GERAL,BRSPTWCTF002,1798000.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,15538445000105.0,PRAIA DE BOTAFOGO,228,SALA 913 (PARTE),BOTAFOGO,RIO DE JANEIRO,RJ,22250906,(21) 3923-3000,,,www.genialinvestimentos.com.br,middleadm@genialinvestimentos.com.br,2021-12-31
15.570.431/0001-60,2021-03-31,1,2021-05-13,BANRISUL NOVAS FRONTEIRAS FII,2012-09-11,INVESTIDORES EM GERAL,BRBNFSCTF000,700000.0,Não,Não,Não,Desenvolvimento para Renda,Outros,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,OLIVEIRA TRUST DTVM S.A.,15570431000160.0,AVENIDA DAS AMÉRICAS,3434,BLOCO 07 - SALA 201,Barra da Tijuca,Rio de Janeiro,RJ,22640102,(21) 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2021-03-31
15.570.431/0001-60,2021-06-30,1,2021-08-16,BANRISUL NOVAS FRONTEIRAS FII,2012-09-11,INVESTIDORES EM GERAL,BRBNFSCTF000,700000.0,Não,Não,Não,Desenvolvimento para Renda,Outros,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,OLIVEIRA TRUST DTVM S.A.,15570431000160.0,AVENIDA DAS AMÉRICAS,3434,BLOCO 07 - SALA 201,Barra da Tijuca,Rio de Janeiro,RJ,22640102,(21) 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2021-06-30
15.570.431/0001-60,2021-09-30,1,2021-11-12,BANRISUL NOVAS FRONTEIRAS FII,2012-09-11,INVESTIDORES EM GERAL,BRBNFSCTF000,700000.0,Não,Não,Não,Desenvolvimento para Renda,Outros,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,OLIVEIRA TRUST DTVM S.A.,15570431000160.0,AVENIDA DAS AMÉRICAS,3434,BLOCO 07 - SALA 201,Barra da Tijuca,Rio de Janeiro,RJ,22640-102,(21) 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2021-09-30
15.570.431/0001-60,2021-12-31,1,2022-02-14,BANRISUL NOVAS FRONTEIRAS FII,2012-09-11,INVESTIDORES EM GERAL,BRBNFSCTF000,700000.0,Não,Não,Não,Desenvolvimento para Renda,Outros,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,OLIVEIRA TRUST DTVM S.A.,15570431000160.0,AVENIDA DAS AMÉRICAS,3434,BLOCO 07 - SALA 201,Barra da Tijuca,Rio de Janeiro,RJ,22640-102,(21) 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2021-12-31
15.576.907/0001-70,2021-03-31,1,2021-05-13,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,2012-11-01,INVESTIDORES EM GERAL,BRRBVACTF006,11588199.0,Não,Não,Não,Desenvolvimento para Renda,Outros,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,15576907000170.0,AVENIDA CHEDID JAFET,222,3 ANDAR CJ 32,VILA OLÍMPIA,SÃO PAULO,SP,04551065,11 3509 6600,,,www.riobravo.com.br,fundosimobiliarios@riobravo.com.br,2021-03-31
15.576.907/0001-70,2021-06-30,1,2021-08-13,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,2012-11-01,INVESTIDORES EM GERAL,BRRBVACTF006,11588199.0,Não,Não,Não,Desenvolvimento para Renda,Outros,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,15576907000170.0,AVENIDA CHEDID JAFET,222,3 ANDAR CJ 32,VILA OLÍMPIA,SÃO PAULO,SP,04551065,11 3509 6600,,,www.riobravo.com.br,fundosimobiliarios@riobravo.com.br,2021-06-30
15.576.907/0001-70,2021-09-30,1,2021-11-16,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,2012-11-01,INVESTIDORES EM GERAL,BRRBVACTF006,11588199.0,Não,Não,Não,Desenvolvimento para Renda,Outros,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,15576907000170.0,AVENIDA CHEDID JAFET,222,3 ANDAR CJ 32,VILA OLÍMPIA,SÃO PAULO,SP,04551065,11 3509 6600,,,www.riobravo.com.br,fundosimobiliarios@riobravo.com.br,2021-09-30
15.576.907/0001-70,2021-12-31,1,2022-02-11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,2012-11-01,INVESTIDORES EM GERAL,BRRBVACTF006,11588199.0,Não,Não,Não,Renda,Outros,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,15576907000170.0,AVENIDA CHEDID JAFET,222,3 ANDAR CJ 32,VILA OLÍMPIA,SÃO PAULO,SP,04551065,11 3509 6600,,,www.riobravo.com.br,fundosimobiliarios@riobravo.com.br,2021-12-31
15.769.670/0001-44,2021-03-31,1,2021-05-14,RIO BRAVO CREDITO IMOBILIARIO II FI IMOBILIARIO,2012-12-18,INVESTIDORES EM GERAL,BRRBVOCTF007,515824.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Determinado,2024-12-18,31/12,Sim,Não,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM - LTDA,15769670000144.0,Av. Chedid Jafet,222,Bloco B - 3º andar,Vila Olimpia,SÃO PAULO,SP,04551-065,(11) 3509-6600,,,www.riobravo.com.br,correspondencia@riobravo.com.br,2021-03-31
15.769.670/0001-44,2021-06-30,1,2021-08-06,RIO BRAVO CREDITO IMOBILIARIO II FI IMOBILIARIO,2012-12-18,INVESTIDORES EM GERAL,BRRBVOCTF007,515824.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Determinado,2024-12-18,31/12,Sim,Não,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM - LTDA,15769670000144.0,Av. Chedid Jafet,222,Bloco B - 3º andar,Vila Olimpia,SÃO PAULO,SP,04551-065,(11) 3509-6600,,,www.riobravo.com.br,correspondencia@riobravo.com.br,2021-06-30
15.769.670/0001-44,2021-09-30,1,2021-11-04,RIO BRAVO CREDITO IMOBILIARIO II FI IMOBILIARIO,2012-12-18,INVESTIDORES EM GERAL,BRRBVOCTF007,515824.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Determinado,2024-12-18,31/12,Sim,Não,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM - LTDA,15769670000144.0,Av. Chedid Jafet,222,Bloco B - Cj. 32,Vila Olimpia,SÃO PAULO,SP,04551-065,(11) 3509-6600,,,www.riobravo.com.br,correspondencia@riobravo.com.br,2021-09-30
15.769.670/0001-44,2021-12-31,1,2022-02-11,RIO BRAVO CREDITO IMOBILIARIO II FI IMOBILIARIO,2012-12-18,INVESTIDORES EM GERAL,BRRBVOCTF007,515824.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Determinado,2024-12-18,31/12,Sim,Não,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM - LTDA,15769670000144.0,Av. Chedid Jafet,222,Bloco B - 3º andar,Vila Olimpia,SÃO PAULO,SP,04551-065,(11) 3509-6600,,,www.riobravo.com.br,correspondencia@riobravo.com.br,2021-12-31
15.798.220/0001-80,2021-03-31,1,2021-05-19,ORCHID - FUNDO DE INVESTIMENTO IMOBILIÁRIO,2020-01-02,INVESTIDOR PROFISSIONAL,,18786.1365,Não,Não,Não,Renda,Outros,Passiva,Determinado,2026-08-24,31/12,Não,Não,Sim,Não,Não,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,15798220000180.0,Avenida Brigadeiro Faria Lima,2277,17º andar - CJ 1702,Jardim Paulistano,São Paulo,SP,01452-000,(11)3514-0000,,,www.reag.com.br,dtvm@reag.com.br,2021-03-31
15.798.220/0001-80,2021-06-30,1,2021-08-16,ORCHID - FUNDO DE INVESTIMENTO IMOBILIÁRIO,2020-01-02,INVESTIDOR PROFISSIONAL,,18790.75645023,Não,Não,Não,Renda,Outros,Passiva,Determinado,2026-08-24,31/12,Não,Não,Sim,Não,Não,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,15798220000180.0,Avenida Brigadeiro Faria Lima,2277,17º andar - CJ 1702,Jardim Paulistano,São Paulo,SP,01452-000,(11)3514-0000,,,www.reag.com.br,dtvm@reag.com.br,2021-06-30
15.798.220/0001-80,2021-09-30,1,2021-11-10,ORCHID - FUNDO DE INVESTIMENTO IMOBILIÁRIO,2020-01-02,INVESTIDOR PROFISSIONAL,,18790.75659586,Não,Não,Não,Renda,Outros,Passiva,Determinado,2026-08-24,31/12,Não,Não,Sim,Não,Não,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,15798220000180.0,Avenida Brigadeiro Faria Lima,2277,17º andar - CJ 1702,Jardim Paulistano,São Paulo,SP,01452-000,(11)3514-0000,,,www.reag.com.br,dtvm@reag.com.br,2021-09-30
15.798.220/0001-80,2021-12-31,2,2022-02-16,ORCHID - FUNDO DE INVESTIMENTO IMOBILIÁRIO,2020-01-02,INVESTIDOR PROFISSIONAL,,18790.75659586,Não,Não,Não,Renda,Outros,Passiva,Determinado,2026-08-24,31/12,Não,Não,Sim,Não,Não,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,15798220000180.0,Avenida Brigadeiro Faria Lima,2277,17º andar - CJ 1702,Jardim Paulistano,São Paulo,SP,01452-000,(11)3514-0000,,,www.reag.com.br,dtvm@reag.com.br,2021-12-31
15.799.397/0001-09,2021-03-31,1,2021-05-14,CEO CYRELA,2012-11-07,INVESTIDORES EM GERAL,BRCEOCCTF003,1815696.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,Dezembro,Sim,Não,Não,Sim,Não,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,15799397000109.0,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com,2021-03-31
15.799.397/0001-09,2021-06-30,1,2021-08-12,CEO CYRELA COMMERCIAL PROPERTIES FII,2012-11-07,INVESTIDORES EM GERAL,BRCEOCCTF003,1815696.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,Dezembro,Sim,Não,Não,Sim,Não,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM,15799397000109.0,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com,2021-06-30
15.799.397/0001-09,2021-09-30,1,2021-11-12,FII CEO CYRELA COMMERCIAL PROPERTIES,2012-10-29,INVESTIDORES EM GERAL,BRCEOCCTF003,1815696.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,15799397000109.0,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com,2021-09-30
15.799.397/0001-09,2021-12-31,1,2022-02-14,FII CEO CYRELA COMMERCIAL PROPERTIES,2012-10-29,INVESTIDORES EM GERAL,BRCEOCCTF003,1815696.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BTG PACTUAL SERVICOS FINANCEIROS S.A. DTVM,59281253000123.0,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11)3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com,2021-12-31
16.543.270/0001-89,2021-03-31,1,2021-05-03,SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-05-21,INVESTIDOR QUALIFICADO,BRFISDCTF006,1072588.3596,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Determinado,2022-05-20,31/12,Sim,Não,Não,Sim,Não,RJI CTVM LTDA,16543270000189.0,RUA DO OUVIDOR,97,7 andar,Centro,RIO DE JANEIRO,RJ,20040030,21 3500-4500,,,www.rjicv.com.br,backoffice.adm@rjicv.com.br,2021-03-31
16.543.270/0001-89,2021-06-30,1,2021-07-05,SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-05-21,INVESTIDOR QUALIFICADO,BRFISDCTF006,1072588.3596,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Determinado,2022-05-20,31/12,Sim,Não,Não,Sim,Não,RJI CTVM LTDA,16543270000189.0,RUA DO OUVIDOR,97,7 andar,Centro,RIO DE JANEIRO,RJ,20040030,21 3500-4500,,,www.rjicv.com.br,backoffice.adm@rjicv.com.br,2021-06-30
16.543.270/0001-89,2021-09-30,1,2021-10-04,SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-05-21,INVESTIDOR QUALIFICADO,BRFISDCTF006,1072588.36,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Determinado,2022-05-20,31/12,Sim,Não,Não,Sim,Não,RJI CTVM LTDA,16543270000189.0,RUA DO OUVIDOR,97,7 andar,Centro,RIO DE JANEIRO,RJ,20040030,21 3500-4500,,,www.rjicv.com.br,backoffice.adm@rjicv.com.br,2021-09-30
16.543.270/0001-89,2021-12-31,1,2022-01-06,SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-05-21,INVESTIDOR QUALIFICADO,BRFISDCTF006,1072588.36,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Determinado,2022-05-20,31/12,Sim,Não,Não,Sim,Não,RJI CTVM LTDA,16543270000189.0,RUA DO OUVIDOR,97,7 andar,Centro,RIO DE JANEIRO,RJ,20040030,21 3500-4500,,,www.rjicv.com.br,backoffice.adm@rjicv.com.br,2021-12-31
16.671.412/0001-93,2021-03-31,1,2021-05-13,FUNDO INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGISTICA,2012-11-16,INVESTIDORES EM GERAL,BRSDILCTF004,6395050.0,Não,Não,Não,Renda,Logística,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,16671412000193.0,AVENIDA CHEDID JAFET,222,3 ANDAR BLOCO B,VILA OLÍMPIA,SÃO PAULO,SP,04551065,11 3509 6600,,,www.riobravo.com.br,fundosimobiliarios@riobravo.com.br,2021-03-31
16.671.412/0001-93,2021-06-30,1,2021-08-10,FUNDO INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGISTICA,2012-11-16,INVESTIDORES EM GERAL,BRSDILCTF004,6395050.0,Não,Não,Não,Renda,Logística,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,16671412000193.0,AVENIDA CHEDID JAFET,222,3 ANDAR BLOCO B,VILA OLÍMPIA,SÃO PAULO,SP,04551065,11 3509 6600,,,www.riobravo.com.br,fundosimobiliarios@riobravo.com.br,2021-06-30
16.671.412/0001-93,2021-09-30,1,2021-11-16,FUNDO INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGISTICA,2012-11-16,INVESTIDORES EM GERAL,BRSDILCTF004,6395050.0,Não,Não,Não,Renda,Logística,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,16671412000193.0,AVENIDA CHEDID JAFET,222,3 ANDAR BLOCO B,VILA OLÍMPIA,SÃO PAULO,SP,04551065,11 3509 6600,,,www.riobravo.com.br,fundosimobiliarios@riobravo.com.br,2021-09-30
16.671.412/0001-93,2021-12-31,1,2022-02-11,FUNDO INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGISTICA,2012-11-16,INVESTIDORES EM GERAL,BRSDILCTF004,6395050.0,Não,Não,Não,Renda,Logística,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,16671412000193.0,AVENIDA CHEDID JAFET,222,3 ANDAR BLOCO B,VILA OLÍMPIA,SÃO PAULO,SP,04551065,11 3509 6600,,,www.riobravo.com.br,fundosimobiliarios@riobravo.com.br,2021-12-31
16.706.958/0001-32,2021-03-31,1,2021-05-07,KINEA RENDIMENTOS IMOBILIÁRIOS FII,2012-10-15,INVESTIDORES EM GERAL,BRKNCRCTF000,39097087.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,32317313000164.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538132,55-(11)30726012,,,www.intrag.com.br,produtosestruturados@itau-unibanco.com.br,2021-03-31
16.706.958/0001-32,2021-06-30,1,2021-08-11,KINEA RENDIMENTOS IMOBILIÁRIOS FII,2012-10-15,INVESTIDORES EM GERAL,BRKNCRCTF000,39097087.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,16706958000132.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,produtosestruturados@itau-unibanco.com.br,2021-06-30
16.706.958/0001-32,2021-09-30,2,2022-05-16,KINEA RENDIMENTOS IMOBILIÁRIOS FII,2012-10-15,INVESTIDORES EM GERAL,BRKNCRCTF000,39097087.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,16706958000132.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,produtosestruturados@itau-unibanco.com.br,2021-09-30
16.706.958/0001-32,2021-12-31,2,2022-05-16,KINEA RENDIMENTOS IMOBILIÁRIOS FII,2012-10-15,INVESTIDORES EM GERAL,BRKNCRCTF000,39097087.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,16706958000132.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,produtosestruturados@itau-unibanco.com.br,2021-12-31
16.802.320/0001-03,2021-03-31,1,2021-05-13,XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO,2013-03-11,INVESTIDORES EM GERAL,BRXPCMCTF009,2414570.0,Sim,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Sim,Sim,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,16802320000103.0,Av. Chedid Jafet,222,Bloco B - CJ 32,Vila Olimpia,São Paulo,SP,04551065,11 3509 6600,,,riobravo.com.br,fundosimobiliarios@riobravo.com.br,2021-03-31
16.802.320/0001-03,2021-06-30,1,2021-08-13,XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO,2013-03-11,INVESTIDORES EM GERAL,BRXPCMCTF009,2414570.0,Sim,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Sim,Sim,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,16802320000103.0,Av. Chedid Jafet,222,Bloco B - CJ 32,Vila Olimpia,São Paulo,SP,04551065,11 3509 6600,,,riobravo.com.br,fundosimobiliarios@riobravo.com.br,2021-06-30
16.802.320/0001-03,2021-09-30,1,2021-11-16,XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO,2013-03-11,INVESTIDORES EM GERAL,BRXPCMCTF009,2414570.0,Sim,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Sim,Sim,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,16802320000103.0,Av. Chedid Jafet,222,Bloco B - CJ 32,Vila Olimpia,São Paulo,SP,04551065,11 3509 6600,,,riobravo.com.br,fundosimobiliarios@riobravo.com.br,2021-09-30
16.802.320/0001-03,2021-12-31,1,2022-02-11,XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO,2013-03-11,INVESTIDORES EM GERAL,BRXPCMCTF009,2414570.0,Sim,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Sim,Sim,Não,Sim,Não,RIO BRAVO INVESTIMENTOS DTVM LTDA,16802320000103.0,Av. Chedid Jafet,222,Bloco B - CJ 32,Vila Olimpia,São Paulo,SP,04551065,11 3509 6600,,,riobravo.com.br,fundosimobiliarios@riobravo.com.br,2021-12-31
16.802.360/0001-47,2021-03-31,1,2021-05-17,FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFI,2017-04-03,INVESTIDOR QUALIFICADO,0,12600.86888214,Não,Não,Não,Renda,Híbrido,Ativa,Indeterminado,,30/06,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES S.A.,16802360000147.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2021-03-31
16.802.360/0001-47,2021-06-30,1,2021-08-16,FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFI,2017-04-03,INVESTIDOR QUALIFICADO,0,12639.29917225,Não,Não,Não,Renda,Híbrido,Ativa,Indeterminado,,30/06,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES S.A.,16802360000147.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2021-06-30
16.802.360/0001-47,2021-09-30,1,2021-11-09,FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFI,2017-04-03,INVESTIDOR QUALIFICADO,0,12639.29917225,Não,Não,Não,Renda,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES S.A.,16802360000147.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2021-09-30
